expiry,type,strike,IV(%),mid,fair_value,r_used
2025-11-28,C,591.0,25.15,64.605,70.346,0.03845
2025-11-28,C,592.0,24.7,63.725,69.1572,0.03845
2025-11-28,C,593.0,24.54,62.815,68.2528,0.03845
2025-11-28,C,594.0,0.0,48.94,49.3026,0.03845
2025-11-28,C,595.0,24.19,61.085,66.4303,0.03845
2025-11-28,C,596.0,21.44,56.695,62.946,0.03845
2025-11-28,C,597.0,21.39,55.875,62.1499,0.03845
2025-11-28,C,598.0,23.98,58.475,64.0578,0.03845
2025-11-28,C,599.0,23.83,57.61,63.1908,0.03845
2025-11-28,C,600.0,23.09,56.825,61.6972,0.03845
2025-11-28,C,601.0,22.95,55.96,60.8266,0.03845
2025-11-28,C,602.0,23.1,55.01,60.2816,0.03845
2025-11-28,C,603.0,23.16,54.145,59.637,0.03845
2025-11-28,C,604.0,22.99,53.31,58.7376,0.03845
2025-11-28,C,605.0,22.8,52.44,57.8261,0.03845
2025-11-28,C,606.0,22.43,51.6,56.7193,0.03845
2025-11-28,C,610.0,21.58,48.3,53.0311,0.03845
2025-11-28,C,615.0,20.82,44.145,48.7599,0.03845
2025-11-28,C,620.0,20.06,40.065,44.598,0.03845
2025-11-28,C,625.0,19.3,36.07,40.4764,0.03845
2025-11-28,C,630.0,18.55,32.195,36.4566,0.03845
2025-11-28,C,635.0,17.82,28.46,32.5762,0.03845
2025-11-28,C,640.0,17.11,24.88,28.8308,0.03845
2025-11-28,C,645.0,16.21,21.5,24.9535,0.03845
2025-11-28,C,650.0,15.56,18.34,21.5707,0.03845
2025-11-28,C,655.0,14.95,15.43,18.4182,0.03845
2025-11-28,C,660.0,14.39,12.81,15.5335,0.03845
2025-11-28,C,665.0,14.01,10.55,13.0933,0.03845
2025-11-28,C,670.0,13.45,8.46,10.6299,0.03845
2025-11-28,C,675.0,13.07,6.755,8.638,0.03845
2025-11-28,C,680.0,12.75,5.32,6.9355,0.03845
2025-11-28,C,685.0,12.49,4.15,5.5313,0.03845
2025-11-28,C,690.0,12.26,3.2,4.3574,0.03845
2025-11-28,C,695.0,12.13,2.465,3.439,0.03845
2025-11-28,C,700.0,11.93,1.86,2.6338,0.03845
2025-11-28,C,705.0,11.8,1.4,2.0173,0.03845
2025-11-28,C,710.0,11.72,1.06,1.5452,0.03845
2025-11-28,C,715.0,11.68,0.805,1.1851,0.03845
2025-11-28,C,720.0,11.72,0.62,0.9282,0.03845
2025-11-28,C,725.0,11.77,0.485,0.7294,0.03845
2025-11-28,C,730.0,11.93,0.39,0.6004,0.03845
2025-11-28,C,735.0,12.04,0.315,0.4837,0.03845
2025-11-28,P,390.0,43.58,0.66,389.9415,0.03845
2025-11-28,P,395.0,42.86,0.69,394.9317,0.03845
2025-11-28,P,400.0,42.21,0.73,399.9216,0.03845
2025-11-28,P,405.0,41.55,0.765,404.9098,0.03845
2025-11-28,P,410.0,40.81,0.795,409.8942,0.03845
2025-11-28,P,415.0,40.14,0.835,414.8779,0.03845
2025-11-28,P,420.0,39.45,0.88,419.8587,0.03845
2025-11-28,P,425.0,38.82,0.92,424.8382,0.03845
2025-11-28,P,430.0,38.11,0.97,429.8118,0.03845
2025-11-28,P,435.0,37.45,1.015,434.7834,0.03845
2025-11-28,P,440.0,36.79,1.06,439.7507,0.03845
2025-11-28,P,445.0,36.17,1.115,444.7152,0.03845
2025-11-28,P,450.0,35.43,1.165,449.6662,0.03845
2025-11-28,P,455.0,34.83,1.225,454.6207,0.03845
2025-11-28,P,460.0,34.12,1.285,459.5588,0.03845
2025-11-28,P,465.0,33.5,1.345,464.496,0.03845
2025-11-28,P,470.0,32.81,1.415,469.4168,0.03845
2025-11-28,P,475.0,32.2,1.485,474.3348,0.03845
2025-11-28,P,480.0,31.53,1.56,479.2323,0.03845
2025-11-28,P,485.0,30.88,1.64,484.1197,0.03845
2025-11-28,P,490.0,30.29,1.735,489.0011,0.03845
2025-11-28,P,495.0,29.65,1.83,493.8546,0.03845
2025-11-28,P,500.0,29.05,1.935,498.6986,0.03845
2025-11-28,P,505.0,29.05,2.15,503.6986,0.03845
2025-11-28,P,510.0,28.17,2.23,508.4299,0.03845
2025-11-28,P,515.0,27.58,2.37,513.2184,0.03845
2025-11-28,P,520.0,26.72,2.46,517.8562,0.03845
2025-11-28,P,521.0,26.65,2.5,518.8253,0.03845
2025-11-28,P,522.0,26.53,2.535,519.7678,0.03845
2025-11-28,P,523.0,26.4,2.565,520.7089,0.03845
2025-11-28,P,524.0,26.35,2.61,521.6819,0.03845
2025-11-28,P,525.0,26.14,2.62,522.5737,0.03845
2025-11-28,P,526.0,26.06,2.665,523.5322,0.03845
2025-11-28,P,527.0,25.95,2.7,524.4769,0.03845
2025-11-28,P,528.0,25.82,2.735,525.4069,0.03845
2025-11-28,P,529.0,25.72,2.77,526.3488,0.03845
2025-11-28,P,530.0,25.59,2.77,527.2753,0.03845
2025-11-28,P,531.0,25.48,2.84,528.2106,0.03845
2025-11-28,P,532.0,25.37,2.88,529.1444,0.03845
2025-11-28,P,533.0,25.26,2.92,530.0766,0.03845
2025-11-28,P,534.0,25.15,2.96,531.0073,0.03845
2025-11-28,P,535.0,25.04,3.0,531.9322,0.03845
2025-11-28,P,536.0,24.92,3.04,532.8553,0.03845
2025-11-28,P,537.0,24.81,3.08,533.7765,0.03845
2025-11-28,P,538.0,24.71,3.125,534.7107,0.03845
2025-11-28,P,539.0,24.59,3.165,535.626,0.03845
2025-11-28,P,540.0,24.43,3.2,536.5098,0.03845
2025-11-28,P,541.0,24.37,3.255,537.4617,0.03845
2025-11-28,P,542.0,24.25,3.3,538.3683,0.03845
2025-11-28,P,543.0,24.14,3.345,539.2869,0.03845
2025-11-28,P,544.0,24.04,3.395,540.2012,0.03845
2025-11-28,P,545.0,23.91,3.44,541.0984,0.03845
2025-11-28,P,546.0,23.8,3.49,542.0058,0.03845
2025-11-28,P,547.0,23.69,3.535,542.911,0.03845
2025-11-28,P,548.0,23.55,3.575,543.7811,0.03845
2025-11-28,P,549.0,23.48,3.645,544.7257,0.03845
2025-11-28,P,550.0,23.32,3.685,545.5698,0.03845
2025-11-28,P,551.0,23.32,3.765,546.5727,0.03845
2025-11-28,P,552.0,23.15,3.8,547.4111,0.03845
2025-11-28,P,553.0,23.03,3.855,548.293,0.03845
2025-11-28,P,554.0,22.93,3.915,549.1876,0.03845
2025-11-28,P,555.0,22.77,3.955,550.025,0.03845
2025-11-28,P,556.0,22.72,4.03,550.963,0.03845
2025-11-28,P,557.0,22.61,4.09,551.8434,0.03845
2025-11-28,P,558.0,22.5,4.15,552.721,0.03845
2025-11-28,P,559.0,22.38,4.21,553.5922,0.03845
2025-11-28,P,560.0,22.22,4.255,554.4022,0.03845
2025-11-28,P,561.0,22.21,4.35,555.3913,0.03845
2025-11-28,P,562.0,22.05,4.4,556.1942,0.03845
2025-11-28,P,563.0,21.95,4.47,557.0641,0.03845
2025-11-28,P,564.0,21.84,4.535,557.9272,0.03845
2025-11-28,P,565.0,21.73,4.605,558.7871,0.03845
2025-11-28,P,566.0,21.62,4.675,559.6396,0.03845
2025-11-28,P,567.0,21.51,4.75,560.4844,0.03845
2025-11-28,P,568.0,21.4,4.82,561.3255,0.03845
2025-11-28,P,569.0,21.3,4.895,562.1804,0.03845
2025-11-28,P,570.0,21.13,4.945,562.9269,0.03845
2025-11-28,P,571.0,21.07,5.045,563.8482,0.03845
2025-11-28,P,572.0,20.97,5.125,564.6832,0.03845
2025-11-28,P,573.0,20.8,5.185,565.4261,0.03845
2025-11-28,P,574.0,20.75,5.285,566.3317,0.03845
2025-11-28,P,575.0,20.58,5.345,567.0571,0.03845
2025-11-28,P,576.0,20.47,5.43,567.8633,0.03845
2025-11-28,P,577.0,20.47,5.555,568.858,0.03845
2025-11-28,P,578.0,20.31,5.625,569.5829,0.03845
2025-11-28,P,579.0,20.2,5.715,570.3831,0.03845
2025-11-28,P,580.0,20.03,5.775,571.0629,0.03845
2025-11-28,P,581.0,19.98,5.895,571.9633,0.03845
2025-11-28,P,582.0,19.87,5.99,572.7609,0.03845
2025-11-28,P,583.0,19.7,6.055,573.4113,0.03845
2025-11-28,P,584.0,19.58,6.15,574.1645,0.03845
2025-11-28,P,585.0,19.47,6.245,574.9343,0.03845
2025-11-28,P,586.0,19.42,6.37,575.8189,0.03845
2025-11-28,P,587.0,19.3,6.47,576.5671,0.03845
2025-11-28,P,588.0,19.2,6.58,577.3299,0.03845
2025-11-28,P,589.0,19.0,6.645,577.8755,0.03845
2025-11-28,P,590.0,18.91,6.76,578.6411,0.03845
2025-11-28,P,591.0,18.86,6.9,579.5295,0.03845
2025-11-28,P,592.0,18.76,7.015,580.2726,0.03845
2025-11-28,P,593.0,18.64,7.125,580.9747,0.03845
2025-11-28,P,594.0,18.53,7.245,581.6933,0.03845
2025-11-28,P,595.0,18.34,7.32,582.1692,0.03845
2025-11-28,P,596.0,18.3,7.475,583.0601,0.03845
2025-11-28,P,597.0,18.18,7.595,583.7357,0.03845
2025-11-28,P,598.0,18.07,7.72,584.4208,0.03845
2025-11-28,P,599.0,17.95,7.845,585.0668,0.03845
2025-11-28,P,600.0,17.74,7.925,585.4213,0.03845
2025-11-28,P,601.0,17.63,8.055,586.085,0.03845
2025-11-28,P,602.0,17.61,8.24,587.0168,0.03845
2025-11-28,P,603.0,17.5,8.375,587.6512,0.03845
2025-11-28,P,604.0,17.42,8.535,588.3941,0.03845
2025-11-28,P,605.0,17.19,8.615,588.6071,0.03845
2025-11-28,P,606.0,17.14,8.795,589.4461,0.03845
2025-11-28,P,610.0,16.59,9.355,591.3861,0.03845
2025-11-28,P,615.0,16.09,10.225,594.2598,0.03845
2025-11-28,P,620.0,15.52,11.16,596.6104,0.03845
2025-11-28,P,625.0,14.85,12.135,598.0053,0.03845
2025-11-28,P,630.0,14.15,13.215,598.6101,0.03845
2025-11-28,P,635.0,13.52,14.48,599.0892,0.03845
2025-11-28,P,640.0,12.9,15.945,599.024,0.03845
2025-11-28,P,645.0,12.44,17.635,599.7726,0.03845
2025-11-28,P,650.0,11.69,19.56,597.0134,0.03845
2025-11-28,P,655.0,11.33,21.8,597.7786,0.03845
2025-11-28,P,660.0,10.91,24.39,597.3541,0.03845
2025-11-28,P,665.0,10.65,27.285,598.8297,0.03845
2025-11-28,P,670.0,10.39,30.565,600.0386,0.03845
2025-11-28,P,675.0,10.17,34.15,601.6065,0.03845
2025-11-28,P,680.0,10.18,38.105,606.7498,0.03845
2025-11-28,P,685.0,10.26,42.37,613.0507,0.03845
2025-11-28,P,690.0,28.78,66.645,688.6195,0.03845
2025-11-28,P,700.0,12.15,56.89,651.9002,0.03845
2025-12-19,C,150.0,99.12,493.795,495.7106,0.03845
2025-12-19,C,155.0,98.19,488.835,490.8138,0.03845
2025-12-19,C,160.0,0.0,470.425,483.2894,0.03845
2025-12-19,C,165.0,0.0,436.59,478.2894,0.03845
2025-12-19,C,170.0,0.0,460.625,473.2894,0.03845
2025-12-19,C,175.0,95.31,469.065,471.2821,0.03845
2025-12-19,C,180.0,0.0,439.77,463.2894,0.03845
2025-12-19,C,185.0,94.19,459.225,461.5578,0.03845
2025-12-19,C,190.0,93.58,454.31,456.6996,0.03845
2025-12-19,C,195.0,92.8,449.39,451.8312,0.03845
2025-12-19,C,200.0,91.97,444.47,446.9745,0.03845
2025-12-19,C,205.0,91.11,439.55,442.1143,0.03845
2025-12-19,C,210.0,90.21,434.63,437.2486,0.03845
2025-12-19,C,215.0,89.33,429.715,432.3855,0.03845
2025-12-19,C,220.0,88.38,424.795,427.5294,0.03845
2025-12-19,C,225.0,87.4,419.875,422.6686,0.03845
2025-12-19,C,230.0,86.46,414.96,417.8092,0.03845
2025-12-19,C,235.0,85.51,410.045,412.9464,0.03845
2025-12-19,C,240.0,84.55,405.13,408.0865,0.03845
2025-12-19,C,245.0,83.57,400.215,403.2348,0.03845
2025-12-19,C,250.0,82.58,395.3,398.3788,0.03845
2025-12-19,C,255.0,81.62,390.39,393.5231,0.03845
2025-12-19,C,260.0,80.63,385.475,388.6617,0.03845
2025-12-19,C,265.0,79.63,380.56,383.796,0.03845
2025-12-19,C,270.0,78.63,375.645,378.9421,0.03845
2025-12-19,C,275.0,77.65,370.735,374.0933,0.03845
2025-12-19,C,280.0,76.67,365.825,369.2414,0.03845
2025-12-19,C,285.0,75.72,360.92,364.3904,0.03845
2025-12-19,C,290.0,74.74,356.01,359.5313,0.03845
2025-12-19,C,295.0,73.76,351.1,354.6691,0.03845
2025-12-19,C,300.0,72.8,346.195,349.8213,0.03845
2025-12-19,C,305.0,71.82,341.285,344.973,0.03845
2025-12-19,C,310.0,70.84,336.375,340.121,0.03845
2025-12-19,C,315.0,69.89,331.47,335.2719,0.03845
2025-12-19,C,320.0,68.95,326.57,330.4232,0.03845
2025-12-19,C,325.0,68.02,321.67,325.571,0.03845
2025-12-19,C,330.0,67.06,316.765,320.7103,0.03845
2025-12-19,C,335.0,66.13,311.865,315.8722,0.03845
2025-12-19,C,340.0,65.19,306.965,311.0309,0.03845
2025-12-19,C,345.0,64.26,302.065,306.189,0.03845
2025-12-19,C,350.0,63.34,297.17,301.3447,0.03845
2025-12-19,C,355.0,62.4,292.27,296.4934,0.03845
2025-12-19,C,360.0,61.51,287.38,291.648,0.03845
2025-12-19,C,365.0,60.57,282.48,286.7902,0.03845
2025-12-19,C,370.0,59.67,277.59,281.9634,0.03845
2025-12-19,C,375.0,58.77,272.7,277.1303,0.03845
2025-12-19,C,380.0,57.89,267.815,272.2989,0.03845
2025-12-19,C,385.0,56.99,262.925,267.4593,0.03845
2025-12-19,C,390.0,56.1,258.04,262.6175,0.03845
2025-12-19,C,395.0,55.2,253.15,257.7695,0.03845
2025-12-19,C,400.0,54.31,248.265,252.9277,0.03845
2025-12-19,C,405.0,53.3,243.33,248.0547,0.03845
2025-12-19,C,410.0,52.56,238.505,243.2823,0.03845
2025-12-19,C,415.0,51.68,233.625,238.4514,0.03845
2025-12-19,C,420.0,50.81,228.75,233.6206,0.03845
2025-12-19,C,425.0,53.56,223.875,230.3829,0.03845
2025-12-19,C,430.0,52.6,219.0,225.5466,0.03845
2025-12-19,C,435.0,51.65,214.13,220.7168,0.03845
2025-12-19,C,440.0,50.72,209.265,215.914,0.03845
2025-12-19,C,445.0,49.77,204.4,211.0967,0.03845
2025-12-19,C,450.0,48.83,199.54,206.281,0.03845
2025-12-19,C,455.0,47.92,194.685,201.4688,0.03845
2025-12-19,C,460.0,47.0,189.83,196.6503,0.03845
2025-12-19,C,465.0,46.09,184.98,191.8238,0.03845
2025-12-19,C,470.0,45.18,180.14,187.031,0.03845
2025-12-19,C,475.0,44.29,175.305,182.2502,0.03845
2025-12-19,C,480.0,43.4,170.475,177.4625,0.03845
2025-12-19,C,485.0,42.52,165.65,172.6735,0.03845
2025-12-19,C,490.0,41.64,160.835,167.8835,0.03845
2025-12-19,C,495.0,40.77,156.025,163.0867,0.03845
2025-12-19,C,500.0,39.91,151.52,158.3466,0.03845
2025-12-19,C,505.0,39.07,146.45,153.6034,0.03845
2025-12-19,C,510.0,38.22,141.68,148.857,0.03845
2025-12-19,C,515.0,37.39,136.93,144.1076,0.03845
2025-12-19,C,520.0,36.55,132.18,139.3647,0.03845
2025-12-19,C,525.0,35.73,127.45,134.6733,0.03845
2025-12-19,C,530.0,34.93,122.735,129.9847,0.03845
2025-12-19,C,535.0,34.12,118.04,125.2866,0.03845
2025-12-19,C,540.0,33.33,113.365,120.6004,0.03845
2025-12-19,C,545.0,32.54,108.71,115.9716,0.03845
2025-12-19,C,550.0,31.11,104.08,110.7631,0.03845
2025-12-19,C,555.0,30.73,99.475,106.4918,0.03845
2025-12-19,C,560.0,29.94,94.905,101.8515,0.03845
2025-12-19,C,565.0,28.77,90.345,96.8982,0.03845
2025-12-19,C,570.0,28.04,85.845,92.3624,0.03845
2025-12-19,C,575.0,27.57,81.335,88.0868,0.03845
2025-12-19,C,580.0,26.49,76.865,83.2586,0.03845
2025-12-19,C,585.0,25.73,72.45,78.7617,0.03845
2025-12-19,C,590.0,25.24,68.08,74.5821,0.03845
2025-12-19,C,595.0,24.07,63.825,69.6913,0.03845
2025-12-19,C,600.0,23.32,59.535,65.2792,0.03845
2025-12-19,C,605.0,22.71,55.22,61.1128,0.03845
2025-12-19,C,610.0,21.9,51.13,56.7112,0.03845
2025-12-19,C,615.0,21.18,47.02,52.514,0.03845
2025-12-19,C,620.0,20.47,42.985,48.3429,0.03845
2025-12-19,C,625.0,19.76,39.04,44.2879,0.03845
2025-12-19,C,630.0,19.04,35.195,40.263,0.03845
2025-12-19,C,635.0,18.33,31.455,36.3529,0.03845
2025-12-19,C,640.0,17.64,27.905,32.5892,0.03845
2025-12-19,C,645.0,16.97,24.515,28.9467,0.03845
2025-12-19,C,650.0,16.35,21.325,25.4857,0.03845
2025-12-19,C,655.0,15.59,18.295,21.9888,0.03845
2025-12-19,C,660.0,15.06,15.57,19.0002,0.03845
2025-12-19,C,665.0,14.57,13.15,16.2516,0.03845
2025-12-19,C,670.0,14.23,11.03,13.9213,0.03845
2025-12-19,C,675.0,13.73,8.995,11.5323,0.03845
2025-12-19,C,680.0,13.44,7.375,9.6596,0.03845
2025-12-19,C,685.0,13.08,5.93,7.8943,0.03845
2025-12-19,C,690.0,12.83,4.775,6.4584,0.03845
2025-12-19,C,695.0,12.61,3.795,5.236,0.03845
2025-12-19,C,700.0,12.43,2.995,4.216,0.03845
2025-12-19,C,705.0,12.27,2.335,3.3682,0.03845
2025-12-19,C,710.0,12.14,1.835,2.6722,0.03845
2025-12-19,C,715.0,12.06,1.435,2.125,0.03845
2025-12-19,C,720.0,12.0,1.12,1.6811,0.03845
2025-12-19,C,725.0,11.98,0.88,1.3415,0.03845
2025-12-19,C,730.0,12.01,0.7,1.0815,0.03845
2025-12-19,C,735.0,12.06,0.56,0.8787,0.03845
2025-12-19,C,740.0,12.12,0.455,0.7178,0.03845
2025-12-19,C,745.0,12.23,0.37,0.5965,0.03845
2025-12-19,C,750.0,12.32,0.305,0.4884,0.03845
2025-12-19,C,755.0,12.45,0.255,0.409,0.03845
2025-12-19,C,760.0,12.6,0.215,0.3488,0.03845
2025-12-19,C,765.0,12.77,0.185,0.299,0.03845
2025-12-19,C,770.0,12.92,0.155,0.2552,0.03845
2025-12-19,C,775.0,13.09,0.13,0.2209,0.03845
2025-12-19,C,780.0,13.23,0.115,0.1886,0.03845
2025-12-19,C,785.0,13.36,0.095,0.1601,0.03845
2025-12-19,C,790.0,13.58,0.085,0.1434,0.03845
2025-12-19,C,795.0,13.77,0.075,0.1277,0.03845
2025-12-19,C,800.0,14.11,0.075,0.1251,0.03845
2025-12-19,C,805.0,14.26,0.065,0.1083,0.03845
2025-12-19,C,810.0,14.41,0.055,0.0947,0.03845
2025-12-19,C,815.0,14.75,0.055,0.0938,0.03845
2025-12-19,C,820.0,14.8,0.045,0.0765,0.03845
2025-12-19,C,825.0,15.14,0.045,0.0764,0.03845
2025-12-19,C,830.0,15.43,0.045,0.0744,0.03845
2025-12-19,C,835.0,15.43,0.035,0.0599,0.03845
2025-12-19,C,840.0,15.77,0.035,0.0603,0.03845
2025-12-19,P,150.0,82.42,0.055,150.0,0.03845
2025-12-19,P,155.0,80.66,0.055,155.0,0.03845
2025-12-19,P,160.0,80.08,0.065,160.0,0.03845
2025-12-19,P,165.0,78.91,0.07,165.0,0.03845
2025-12-19,P,170.0,77.15,0.07,170.0,0.03845
2025-12-19,P,175.0,76.37,0.08,175.0,0.03845
2025-12-19,P,180.0,75.2,0.085,180.0,0.03845
2025-12-19,P,185.0,74.41,0.095,185.0,0.03845
2025-12-19,P,190.0,72.85,0.095,190.0,0.03845
2025-12-19,P,195.0,72.07,0.105,195.0,0.03845
2025-12-19,P,200.0,71.19,0.115,200.0,0.03845
2025-12-19,P,205.0,69.73,0.115,204.9999,0.03845
2025-12-19,P,210.0,68.95,0.125,209.9999,0.03845
2025-12-19,P,215.0,68.07,0.135,214.9999,0.03845
2025-12-19,P,220.0,67.19,0.145,219.9999,0.03845
2025-12-19,P,225.0,65.82,0.145,224.9999,0.03845
2025-12-19,P,230.0,65.53,0.17,229.9999,0.03845
2025-12-19,P,235.0,64.65,0.18,234.9998,0.03845
2025-12-19,P,240.0,63.72,0.19,239.9998,0.03845
2025-12-19,P,245.0,62.99,0.205,244.9997,0.03845
2025-12-19,P,250.0,62.21,0.22,249.9997,0.03845
2025-12-19,P,255.0,61.23,0.23,254.9996,0.03845
2025-12-19,P,260.0,60.45,0.245,259.9995,0.03845
2025-12-19,P,265.0,59.67,0.26,264.9994,0.03845
2025-12-19,P,270.0,58.84,0.275,269.9993,0.03845
2025-12-19,P,275.0,58.03,0.29,274.9992,0.03845
2025-12-19,P,280.0,57.23,0.305,279.999,0.03845
2025-12-19,P,285.0,56.49,0.325,284.9988,0.03845
2025-12-19,P,290.0,55.66,0.34,289.9986,0.03845
2025-12-19,P,295.0,54.93,0.36,294.9983,0.03845
2025-12-19,P,300.0,54.0,0.37,299.9979,0.03845
2025-12-19,P,305.0,53.42,0.4,304.9976,0.03845
2025-12-19,P,310.0,52.52,0.41,309.9971,0.03845
2025-12-19,P,315.0,51.98,0.445,314.9967,0.03845
2025-12-19,P,320.0,51.27,0.47,319.9961,0.03845
2025-12-19,P,325.0,50.51,0.49,324.9953,0.03845
2025-12-19,P,330.0,49.98,0.52,329.9947,0.03845
2025-12-19,P,335.0,49.32,0.545,334.9938,0.03845
2025-12-19,P,340.0,48.51,0.57,339.9925,0.03845
2025-12-19,P,345.0,47.83,0.6,344.9912,0.03845
2025-12-19,P,350.0,47.14,0.63,349.9896,0.03845
2025-12-19,P,355.0,46.53,0.67,354.988,0.03845
2025-12-19,P,360.0,45.83,0.695,359.9859,0.03845
2025-12-19,P,365.0,45.12,0.73,364.9833,0.03845
2025-12-19,P,370.0,44.48,0.77,369.9807,0.03845
2025-12-19,P,375.0,43.82,0.81,374.9774,0.03845
2025-12-19,P,380.0,43.16,0.845,379.9737,0.03845
2025-12-19,P,385.0,42.51,0.885,384.9693,0.03845
2025-12-19,P,390.0,41.83,0.925,389.9641,0.03845
2025-12-19,P,395.0,41.15,0.97,394.9578,0.03845
2025-12-19,P,400.0,40.53,1.015,399.9512,0.03845
2025-12-19,P,405.0,39.83,1.055,404.9426,0.03845
2025-12-19,P,410.0,39.2,1.105,409.9334,0.03845
2025-12-19,P,415.0,38.55,1.16,414.9225,0.03845
2025-12-19,P,420.0,37.89,1.205,419.9095,0.03845
2025-12-19,P,425.0,37.27,1.265,424.8953,0.03845
2025-12-19,P,430.0,36.6,1.32,429.8775,0.03845
2025-12-19,P,435.0,35.96,1.375,434.8579,0.03845
2025-12-19,P,440.0,35.32,1.44,439.8349,0.03845
2025-12-19,P,445.0,34.71,1.505,444.8096,0.03845
2025-12-19,P,450.0,34.09,1.575,449.78,0.03845
2025-12-19,P,455.0,33.46,1.645,454.7448,0.03845
2025-12-19,P,460.0,32.85,1.725,459.7056,0.03845
2025-12-19,P,465.0,32.23,1.81,464.6599,0.03845
2025-12-19,P,470.0,31.64,1.895,469.6093,0.03845
2025-12-19,P,475.0,31.06,1.995,474.5525,0.03845
2025-12-19,P,480.0,30.46,2.095,479.4853,0.03845
2025-12-19,P,485.0,29.88,2.205,484.4104,0.03845
2025-12-19,P,490.0,29.4,2.335,489.339,0.03845
2025-12-19,P,495.0,28.81,2.46,494.2413,0.03845
2025-12-19,P,500.0,28.18,2.58,499.1211,0.03845
2025-12-19,P,505.0,27.67,2.725,504.0111,0.03845
2025-12-19,P,510.0,27.14,2.905,508.8802,0.03845
2025-12-19,P,515.0,26.59,3.08,513.7248,0.03845
2025-12-19,P,520.0,26.05,3.265,518.555,0.03845
2025-12-19,P,525.0,25.53,3.475,523.3672,0.03845
2025-12-19,P,530.0,25.0,3.695,528.1511,0.03845
2025-12-19,P,535.0,24.48,3.935,532.9094,0.03845
2025-12-19,P,540.0,23.96,4.195,537.6394,0.03845
2025-12-19,P,545.0,23.45,4.48,542.3422,0.03845
2025-12-19,P,550.0,22.93,4.785,546.9969,0.03845
2025-12-19,P,555.0,22.43,5.12,551.6212,0.03845
2025-12-19,P,560.0,21.92,5.48,556.1931,0.03845
2025-12-19,P,565.0,21.44,5.885,560.7443,0.03845
2025-12-19,P,570.0,20.9,6.3,565.1708,0.03845
2025-12-19,P,575.0,20.39,6.755,569.5569,0.03845
2025-12-19,P,580.0,19.88,7.255,573.8629,0.03845
2025-12-19,P,585.0,19.35,7.785,578.0556,0.03845
2025-12-19,P,590.0,18.82,8.345,582.1449,0.03845
2025-12-19,P,595.0,18.37,9.03,586.272,0.03845
2025-12-19,P,600.0,17.74,9.655,589.8847,0.03845
2025-12-19,P,605.0,17.19,10.38,593.5049,0.03845
2025-12-19,P,610.0,16.64,11.2,596.9183,0.03845
2025-12-19,P,615.0,16.12,12.04,600.208,0.03845
2025-12-19,P,620.0,15.5,13.025,602.8997,0.03845
2025-12-19,P,625.0,14.93,14.085,605.4487,0.03845
2025-12-19,P,630.0,14.34,15.255,607.5665,0.03845
2025-12-19,P,635.0,13.76,16.565,609.2962,0.03845
2025-12-19,P,640.0,13.18,18.01,610.5492,0.03845
2025-12-19,P,645.0,12.61,19.71,611.3521,0.03845
2025-12-19,P,650.0,12.05,21.56,611.6324,0.03845
2025-12-19,P,655.0,11.66,23.715,612.9963,0.03845
2025-12-19,P,660.0,11.28,26.165,614.155,0.03845
2025-12-19,P,665.0,10.87,28.905,614.4775,0.03845
2025-12-19,P,670.0,10.34,31.96,612.8316,0.03845
2025-12-19,P,675.0,10.01,35.345,613.1581,0.03845
2025-12-19,P,680.0,10.07,39.035,619.0572,0.03845
2025-12-19,P,685.0,9.58,43.04,616.6291,0.03845
2025-12-19,P,690.0,10.08,47.35,629.2744,0.03845
2025-12-19,P,695.0,10.6,51.96,641.1803,0.03845
2025-12-19,P,700.0,11.09,56.89,652.0618,0.03845
2025-12-19,P,705.0,66.48,137.96,704.9999,0.03845
2025-12-19,P,710.0,47.95,111.755,709.9914,0.03845
2025-12-19,P,715.0,31.26,91.645,714.5727,0.03845
2025-12-19,P,725.0,20.57,86.975,719.7797,0.03845
2025-12-19,P,740.0,0.0,182.48,96.7106,0.03845
2025-12-19,P,745.0,23.47,107.01,742.3517,0.03845
2025-12-19,P,750.0,17.3,106.89,738.7968,0.03845
2025-12-19,P,755.0,17.87,111.89,745.1907,0.03845
2025-12-19,P,765.0,100.2,230.575,765.0,0.03845
2025-12-19,P,780.0,59.65,181.625,779.9994,0.03845
2025-12-19,P,785.0,103.91,250.75,785.0,0.03845
2025-12-19,P,795.0,98.48,249.96,795.0,0.03845
2025-12-19,P,800.0,40.21,171.145,799.9474,0.03845
2025-12-19,P,825.0,90.34,260.49,825.0,0.03845
2025-12-19,P,840.0,45.42,211.145,839.9845,0.03845
2025-12-31,C,345.0,61.67,302.145,306.6692,0.03845
2025-12-31,C,350.0,60.79,297.25,301.8294,0.03845
2025-12-31,C,355.0,59.88,292.35,296.9808,0.03845
2025-12-31,C,360.0,59.0,287.455,292.135,0.03845
2025-12-31,C,365.0,58.14,282.565,287.3034,0.03845
2025-12-31,C,370.0,57.26,277.675,282.477,0.03845
2025-12-31,C,375.0,56.42,272.79,277.6542,0.03845
2025-12-31,C,380.0,55.56,267.905,272.8253,0.03845
2025-12-31,C,385.0,54.69,263.015,267.987,0.03845
2025-12-31,C,390.0,53.85,258.135,263.1547,0.03845
2025-12-31,C,395.0,52.99,253.25,258.3121,0.03845
2025-12-31,C,400.0,52.15,248.37,253.4928,0.03845
2025-12-31,C,405.0,51.32,243.495,248.6804,0.03845
2025-12-31,C,410.0,50.47,238.615,243.8573,0.03845
